   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:18
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Brahmanbaria Sadar	119213	32936	11133	18343	6067	1515	559	7791	8350	78344	65.7177
Nasirnagar	51204	17122	3360	4371	625	259	85	4115	4200	29937	58.4661
Nabinagar	76909	21297	7345	10798	2461	356	256	5748	6004	48261	62.7508
Kashba	57651	18902	5273	8329	2297	569	373	3756	4129	39499	68.5140
Sarail	45536	14162	4322	5663	1310	852	302	2333	2635	28944	63.5629
Bancharampur	49897	11952	2104	8775	1842	509	146	3459	3605	28787	57.6928
Akhaura	25677	9180	1660	3992	776	296	90	1741	1831	17735	69.0696
Ashuganj	24733	6543	2956	4300	1756	219	44	1650	1694	17468	70.6263

 
