   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:27
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Gangachara	60196	19954	751	11986	944	2197	4576	4263	8839	44671	74.2092
Pirganj	85631	40956	3092	11358	3707	1375	3589	3562	7151	67639	78.9889
Pirgachha	71392	30337	1518	14238	2336	1847	2303	4503	6806	57082	79.9557
Badarganj	61491	21852	1354	8193	1120	1403	7427	6031	13458	47380	77.0519
Mithapukur	113628	52223	3628	17806	2351	2402	2958	4753	7711	86121	75.7921
Kaunia	47934	19656	1483	9303	652	1560	2083	2623	4706	37360	77.9405
Rangpur Sadar	123539	44103	5300	30901	1402	3721	3421	6149	9570	94997	76.8964
Taraganj	29341	11915	653	3711	612	1187	1773	2776	4549	22627	77.1173

 
