   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:58
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Bhurungamari	61523	22134	2963	13921	620	1795	1506	3060	4566	45999	74.7672
Roumari	43571	13242	3351	11019	1700	1112	1966	1230	3196	33620	77.1614
Kurigram Sadar	74806	29099	1599	18388	738	1966	2580	4302	6882	58672	78.4322
Ulipur	102639	43683	2977	20643	2345	2669	1748	2826	4574	76891	74.9140
Nageswari	99228	38463	2769	19501	2016	3110	5561	4256	9817	75676	76.2648
Chilmari	30414	13161	1234	4847	1282	1878	965	1565	2530	24932	81.9754
Fulbari	39054	13579	827	8974	467	1572	1949	3128	5077	30496	78.0868
Char Rajibpur	22207	5960	2900	5669	548	856	1097	310	1407	17340	78.0835
Rajarhat	47066	18422	1824	10829	686	1321	1491	2568	4059	37141	78.9126

 
