   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:34
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Jhikarghachha	65874	22913	5109	13282	2399	1549	2779	6365	9144	54396	82.5758
Jessore Sadar	138782	45850	10443	28001	4913	4582	5748	10459	16207	109996	79.2581
Sarsa	76560	26887	5430	17339	1784	1188	2255	4447	6702	59330	77.4948
Keshobpur	56190	20282	2758	12856	1358	1386	2819	4331	7150	45790	81.4914
Bagherpara	43690	17742	2844	6228	1724	2244	1314	3635	4949	35731	81.7830
Monirampur	91666	29761	4173	26701	2222	2370	6406	6750	13156	78383	85.5093
Abhaynagar	55012	17943	3864	12725	1734	757	2317	5419	7736	44759	81.3622
Chowgachha	52496	17541	3542	9738	1517	1787	1735	5322	7057	41182	78.4479

 
