   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:01
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Atpara	26320	12533	713	2678	253	1507	1407	1222	2629	20313	77.1771
Kalmakanda	50661	24908	3291	5245	1356	1636	2036	1919	3955	40391	79.7280
Modan	27398	14126	1014	2408	447	1100	1302	917	2219	21314	77.7940
Purbadhala	56525	24066	1658	8622	1081	2613	1620	2951	4571	42611	75.3843
Kendua	58003	26160	1809	5709	1785	2281	2553	4717	7270	45014	77.6063
Netrokona Sadar	68712	29786	3679	8759	525	3427	2953	4046	6999	53175	77.3882
Durgapur	45617	16862	1902	7730	1614	1990	1965	3658	5623	35721	78.3063
Barhatta	33650	14568	1500	4649	1206	1312	1402	2472	3874	27109	80.5617
Mohonganj	31218	13476	1086	3428	1014	1118	1420	2793	4213	24335	77.9518
Khaliajhuri	17291	6895	1273	2111	331	661	386	1620	2006	13277	76.7856

 
