   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:05
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Sariakandi	50582	17886	3421	8709	2274	5287	935	3949	4884	42461	83.9449
Sherpur	84510	36668	7559	10853	2152	4140	2861	6106	8967	70339	83.2316
Shibganj	90205	34616	3746	18027	1810	5592	4788	7159	11947	75738	83.9621
Dhunot	66774	26827	4524	10624	2264	4232	2802	4493	7295	55766	83.5145
Dupchanchia	44103	18849	2254	5136	950	3216	3113	3559	6672	37077	84.0691
Nandigram	43496	23799	1898	2790	489	1891	1998	3011	5009	35876	82.4811
Adamdighi	45555	20553	3146	4060	1306	1957	1704	5161	6865	37887	83.1676
Bogra Sadar	94310	37226	10222	11394	2703	7557	2101	6461	8562	77664	82.3497
Kahaloo	55233	24227	4153	5498	1071	4219	3875	3411	7286	46454	84.1055
Gabtali	73486	27864	5116	16743	1121	5069	1363	3754	5117	61030	83.0498
Sonatola	40034	17385	2492	5369	1932	3081	808	2597	3405	33664	84.0885
Shajahanpur	79637	33990	9177	8497	2497	5403	2172	4363	6535	66099	83.0004

 
