   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:51
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Sariakandi	52720	19059	3386	9997	2161	3648	1025	4581	5606	43857	83.1885
Sherpur	83194	37165	6573	10449	2220	3312	2900	5932	8832	68551	82.3990
Shibganj	89250	37805	3990	17112	1924	4164	4835	6567	11402	76397	85.5989
Dhunot	66803	27911	4034	11391	2396	2859	2755	4221	6976	55567	83.1804
Dupchanchia	43965	19486	2047	5119	1108	2338	3160	3544	6704	36802	83.7075
Nandigram	44011	24852	1612	2791	537	972	2172	2996	5168	35932	81.6432
Adamdighi	45796	21282	2972	4133	1236	1471	1699	5079	6778	37872	82.6972
Bogra Sadar	94063	36872	9712	11820	2908	6902	2323	6565	8888	77102	81.9685
Kahaloo	55620	25089	4037	5071	1039	3664	3945	3452	7397	46297	83.2380
Gabtali	71761	26708	4233	17388	1082	3988	1295	3769	5064	58463	81.4690
Sonatola	40026	17980	2562	5607	1911	2415	757	2642	3399	33874	84.6300
Shajahanpur	79534	35176	8975	8694	2284	3833	2210	4487	6697	65659	82.5546

 
