   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:57
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Dighinala	17300	6523	896	2999	919	427	801	844	1645	13409	77.5087
Khagrachhari Sadar	18286	6913	748	3188	500	1469	706	858	1564	14382	78.6503
Mahalchhari	9027	4055	245	1311	268	239	493	240	733	6851	75.8945
Panchhari	10795	5719	358	1015	181	330	261	246	507	8110	75.1274
Ramgarh	12119	5377	516	1814	202	230	207	261	468	8607	71.0207
Manikchhari	11170	3306	289	2549	302	469	261	1026	1287	8202	73.4288
Matiranga	24409	9410	1209	4332	717	823	1523	1585	3108	19599	80.2942
Lakshmichhari	5564	2483	142	473	457	133	156	320	476	4164	74.8382

 
