   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:59
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Naogaon Sadar	61735	25534	3104	7142	1085	2683	535	9652	10187	49735	80.5621
Mohadebpur	69287	31026	2769	5852	1057	1897	2220	9845	12065	54666	78.8979
Manda	91562	43741	2597	9542	2637	2673	1840	12102	13942	75132	82.0559
Badalgachhi	48246	17095	2369	7791	997	1114	1215	7499	8714	38080	78.9288
Rani Nagar	41760	18134	2533	3909	524	1348	1451	4156	5607	32055	76.7601
Patnitola	54437	25221	2826	3135	744	1529	2620	5702	8322	41777	76.7438
Atrai	47018	20322	3808	3458	1340	1005	1987	5569	7556	37489	79.7333
Dhamoirhat	43523	19617	1819	4679	815	790	2273	3924	6197	33917	77.9289
Niamatpur	57778	27902	3138	4282	1199	1869	1995	7164	9159	47549	82.2960
Porsa	29787	13565	1631	2567	1133	942	1804	2679	4483	24321	81.6497
Sapahar	37886	18788	1963	3398	171	953	2406	2108	4514	29787	78.6227

 
