   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:28
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Dherai	36345	12312	3340	3207	1588	30	1047	2642	3689	24166	66.4906
Sunamganj Sadar	37272	14369	3468	5283	1600	643	895	1913	2808	28171	75.5822
Dharmapasa	36551	14825	2228	4401	1026	59	369	2609	2978	25517	69.8120
Sulla	17616	5908	1304	2511	564	32	497	1420	1917	12236	69.4596
Tahirpur	29595	12287	2297	3618	1452	13	622	1406	2028	21695	73.3063
Chhatak	47923	12702	3816	5372	2549	118	1504	3044	4548	29105	60.7328
Jogonnathpur	31263	10943	3363	2392	1145	216	761	1827	2588	20647	66.0429
Jamalganj	25256	11417	2425	2991	981	61	172	1129	1301	19176	75.9265
Bishwamvarpur	22418	7766	2549	2770	546	145	783	1044	1827	15603	69.6003
Dowara Bazar	33744	12745	1260	5781	818	63	1361	951	2312	22979	68.0980
Sadar (South)	26281	8572	2553	2746	1245	246	1110	1325	2435	17797	67.7181

 
