   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:01
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Sariakandi	50454	17984	3418	8965	2178	4792	900	4051	4951	42288	83.8150
Sherpur	83972	37210	7520	10367	2079	3890	2862	5929	8791	69857	83.1908
Shibganj	90013	35117	3833	18040	1832	5252	4818	6987	11805	75879	84.2978
Dhunot	66186	26510	4393	10737	2233	3887	2797	4438	7235	54995	83.0916
Dupchanchia	44020	19185	2255	5202	950	2887	3105	3563	6668	37147	84.3866
Nandigram	43233	24161	1831	2604	517	1534	1991	2938	4929	35576	82.2890
Adamdighi	45399	20528	3086	4026	1261	1803	1677	5097	6774	37478	82.5525
Bogra Sadar	94013	36772	10177	11506	2644	7280	2100	6378	8478	76857	81.7515
Kahaloo	55038	24252	4194	5452	1075	4052	3868	3378	7246	46271	84.0710
Gabtali	73021	27824	5006	16876	1055	4739	1341	3698	5039	60539	82.9063
Sonatola	39942	17638	2584	5426	1881	2883	804	2555	3359	33771	84.5501
Shajahanpur	79473	34427	9292	8528	2390	4748	2064	4331	6395	65780	82.7702

 
