   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:57
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Sariakandi	50050	18007	3320	9154	2050	3945	817	4084	4901	41377	82.6713
Sherpur	82442	36599	7329	10373	2128	3264	2822	5652	8474	68167	82.6848
Shibganj	89610	36215	3870	17689	1744	4603	4814	6683	11497	75618	84.3857
Dhunot	65438	26309	4224	11077	2227	3308	2778	4328	7106	54251	82.9044
Dupchanchia	44033	19531	2264	5180	994	2655	3109	3518	6627	37251	84.5979
Nandigram	43000	24121	1753	2574	543	1054	1967	2792	4759	34804	80.9395
Adamdighi	45111	20451	3043	3962	1161	1559	1630	4970	6600	36776	81.5234
Bogra Sadar	93349	36263	9923	11609	2569	6922	2098	6230	8328	75614	81.0014
Kahaloo	54727	24349	4219	5366	1010	3824	3817	3294	7111	45879	83.8325
Gabtali	72288	27202	4639	17522	990	4083	1292	3592	4884	59320	82.0606
Sonatola	39570	17957	2619	5518	1858	2629	781	2534	3315	33896	85.6609
Shajahanpur	79083	34494	9183	8632	2221	4031	1972	4170	6142	64703	81.8166

 
