   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:29
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Sariakandi	50730	20742	2794	7772	2401	2085	632	4283	4915	40709	80.2464
Sherpur	77167	36983	4157	8940	1753	849	2032	4167	6199	58881	76.3033
Shibganj	87549	41235	3758	11534	1702	1718	3769	5111	8880	68827	78.6154
Dhunot	64328	26311	2422	12839	1535	609	1952	3281	5233	48949	76.0928
Dupchanchia	42122	19776	1519	4775	1350	418	2689	2865	5554	33392	79.2745
Nandigram	43477	23363	1059	2902	690	289	1982	2398	4380	32683	75.1731
Adamdighi	43755	21395	2208	3853	980	421	1173	4438	5611	34468	78.7750
Bogra Sadar	90383	36672	8344	10372	2956	3502	1924	5326	7250	69096	76.4480
Kahaloo	53191	26093	3331	4358	1207	1076	3134	2770	5904	41969	78.9024
Gabtali	72082	29618	3552	14921	1705	1918	1111	3799	4910	56624	78.5550
Sonatola	38606	17458	2223	5257	1372	488	372	2157	2529	29327	75.9649
Shajahanpur	75646	34199	7062	8541	2351	1564	1720	3522	5242	58959	77.9407

 
