   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:42
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Jhikarghachha	66995	20907	5371	12494	2067	1815	2688	6567	9255	51909	77.4819
Jessore Sadar	145774	47935	11263	30040	5538	5253	5835	11179	17014	117043	80.2907
Sarsa	76614	26353	5097	17463	1474	1830	2280	4899	7179	59396	77.5263
Keshobpur	57297	20313	2878	13015	1287	1886	2884	4666	7550	46929	81.9048
Bagherpara	44760	18060	3070	6396	1756	2420	1406	3884	5290	36992	82.6452
Monirampur	93429	29554	4283	27170	2276	2570	6504	7326	13830	79683	85.2872
Abhaynagar	55316	16816	3749	11202	1347	1286	2171	5586	7757	42157	76.2112
Chowgachha	54248	17856	3975	10036	1594	1849	1973	5778	7751	43061	79.3780

 
