   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:27
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Panchlaish	26266	9930	2880	2792	1064	835	332	1436	1768	19269	73.3610
Rangunia	66097	25188	2487	7919	2590	1410	342	6729	7071	46665	70.6008
Doublemooring	39977	14146	4762	3501	1184	1006	485	1784	2269	26868	67.2086
Fatichhari	99355	31234	4509	12614	3859	775	175	6742	6917	59908	60.2969
Hathazari	66614	24101	4647	3427	2397	472	118	3838	3956	39000	58.5463
Sitakunda	59521	23866	3191	7212	2215	1322	158	4031	4189	41995	70.5549
Mirsharai	70944	23863	3082	10072	3541	995	50	5202	5252	46805	65.9746
Rawzan	61034	21221	3382	5636	3363	745	72	4585	4657	39004	63.9054
Sandwip	45696	17845	2325	8185	1314	325	23	873	896	30890	67.5989
Boalkhali	40202	16513	1509	3285	2510	844	150	3441	3591	28252	70.2751
Chandlaish	38296	14079	1874	3829	2380	480	121	4107	4228	26870	70.1640
Banshkhali	70939	27654	3159	7075	1910	908	525	3810	4335	45041	63.4926
Satkania	62843	21481	2702	6586	2509	890	237	3791	4028	38196	60.7800
Anwara	44795	16663	1917	3982	2451	560	254	3285	3539	29112	64.9894
Patiya	89824	36824	4196	7970	3953	1872	289	7598	7887	62702	69.8054
Lohagora	48198	17762	2171	7619	1715	229	62	2914	2976	32472	67.3721

 
