   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:52
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Gangachara	67415	20214	1289	15341	1047	3646	5830	4275	10105	51642	76.6031
Pirganj	93682	41544	3654	14855	3535	2347	4619	5373	9992	75927	81.0476
Pirgachha	74042	26986	2598	16777	2272	2053	3505	4174	7679	58365	78.8269
Badarganj	66137	23137	1834	7864	525	2287	9771	5224	14995	50642	76.5714
Mithapukur	118198	48619	4965	18955	2381	5719	4268	5865	10133	90772	76.7966
Kaunia	50184	17527	1841	11541	1086	1869	3448	3041	6489	40353	80.4101
Rangpur Sadar	141614	53776	11566	26174	1542	4800	5110	7924	13034	110892	78.3058
Taraganj	33981	12435	861	4859	417	2022	2706	3204	5910	26504	77.9965

 
