   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:36
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Dherai	37055	13391	4073	3521	1658	270	1387	2925	4312	27225	73.4719
Sunamganj Sadar	38587	14695	3289	6108	1345	940	857	2509	3366	29743	77.0804
Dharmapasa	38004	16278	3113	4960	1113	77	443	2780	3223	28764	75.6868
Sulla	18218	6551	1622	2643	668	154	643	1587	2230	13868	76.1225
Tahirpur	30803	12751	2682	3329	1695	111	955	1756	2711	23279	75.5738
Chhatak	48789	16837	5686	5270	2685	100	1885	3654	5539	36117	74.0269
Jogonnathpur	31739	12303	3256	2384	1111	550	1229	2458	3687	23291	73.3829
Jamalganj	26061	11194	2386	3180	980	81	302	1333	1635	19456	74.6556
Bishwamvarpur	23790	8587	2706	2917	678	311	1068	1183	2251	17450	73.3501
Dowara Bazar	34626	14044	1634	6045	906	91	1690	1169	2859	25579	73.8722
Sadar (South)	26534	9663	2415	3095	973	251	1032	1739	2771	19168	72.2394

 
