   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:24
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Sariakandi	48121	18725	2369	5859	2096	2442	430	4221	4651	36142	75.1065
Sherpur	76356	37622	3217	7509	1307	1122	1761	3806	5567	56344	73.7912
Shibganj	87297	39990	3392	9760	1513	1999	3476	5076	8552	65206	74.6944
Dhunot	64305	26106	1892	11052	1159	748	1845	3203	5048	46005	71.5419
Dupchanchia	41761	19394	1320	4765	1287	726	2470	2706	5176	32668	78.2261
Nandigram	43092	22697	1024	2233	707	378	1514	2113	3627	30666	71.1640
Adamdighi	42775	20957	2163	3620	833	537	850	4226	5076	33186	77.5827
Bogra Sadar	89912	35439	7598	10291	2908	4492	1938	5404	7342	68070	75.7074
Kahaloo	52917	26366	2903	3612	1068	1368	2864	2747	5611	40928	77.3438
Gabtali	72721	28177	2763	12857	1307	2726	1001	3835	4836	52666	72.4220
Sonatola	37867	16754	2047	4956	1178	561	324	2308	2632	28128	74.2810
Shajahanpur	69639	31615	6218	7923	2024	1966	1538	3193	4731	54477	78.2277

 
