   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:57
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Dherai	39490	13526	3641	4630	1835	1395	1772	3689	5461	30488	77.2044
Sunamganj Sadar	42101	15305	3013	7345	1522	2623	716	3310	4026	33834	80.3639
Dharmapasa	42480	16936	3123	6043	1560	1493	491	3530	4021	33176	78.0979
Sulla	19468	6339	1791	2785	662	558	767	1804	2571	14706	75.5393
Tahirpur	35664	13164	2252	5660	1806	1639	1719	2375	4094	28615	80.2350
Chhatak	53980	19156	6488	6262	3023	572	2709	4959	7668	43169	79.9722
Jogonnathpur	33581	11999	2726	3653	1285	1379	1971	3552	5523	26565	79.1072
Jamalganj	28901	11947	2751	4170	764	804	435	1833	2268	22704	78.5578
Bishwamvarpur	26286	9509	2029	3734	959	1200	1564	1625	3189	20620	78.4448
Dowara Bazar	38312	15481	1849	5421	1204	1416	1882	1886	3768	29139	76.0571
Sadar (South)	27884	9705	1784	3811	1108	1108	1108	2367	3475	20991	75.2797

 
