   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:36
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Jhikarghachha	65910	22739	5209	13504	2505	1818	2938	6545	9483	55258	83.8386
Jessore Sadar	139448	45902	10543	28144	4956	4857	5884	10763	16647	111049	79.6347
Sarsa	76878	26922	5283	17320	1830	1350	2317	4548	6865	59570	77.4864
Keshobpur	56451	20167	2786	12932	1372	1555	2877	4494	7371	46183	81.8108
Bagherpara	43880	17882	2797	6135	1738	2248	1356	3722	5078	35878	81.7639
Monirampur	92095	29689	4090	26793	2125	2361	6474	6869	13343	78401	85.1306
Abhaynagar	55267	17845	3883	12869	1716	942	2404	5656	8060	45315	81.9929
Chowgachha	52817	17526	3644	9735	1535	1855	1828	5474	7302	41597	78.7568

 
