   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:27
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Bhurungamari	56431	23511	1596	13176	661	793	936	3317	4253	43990	77.9536
Roumari	41503	16224	1963	8893	1665	427	881	1503	2384	31556	76.0331
Kurigram Sadar	64544	30079	1976	11482	570	523	1478	3527	5005	49635	76.9010
Ulipur	92760	44399	1157	17842	1565	890	1267	2146	3413	69266	74.6723
Nageswari	85930	43009	1466	12364	1835	794	2095	4049	6144	65612	76.3552
Chilmari	34161	15682	823	5822	754	374	304	1430	1734	25189	73.7361
Fulbari	35327	14260	593	7386	529	596	1351	3570	4921	28285	80.0662
Char Rajibpur	19346	6701	1420	5900	503	213	391	429	820	15557	80.4146
Rajarhat	42258	16897	1023	9654	555	468	1125	2338	3463	32060	75.8673

 
