   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:45
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Dighinala	16546	5758	1093	2991	1027	194	611	779	1390	12453	75.2629
Khagrachhari Sadar	17688	6829	712	3049	493	989	598	796	1394	13466	76.1307
Mahalchhari	8779	3625	264	1262	214	232	367	294	661	6258	71.2837
Panchhari	10322	5675	203	887	145	240	243	257	500	7650	74.1135
Ramgarh	11409	5005	510	1603	428	343	308	329	637	8526	74.7305
Manikchhari	10014	2606	237	2068	398	353	242	964	1206	6868	68.5840
Matiranga	22345	8815	1138	4141	689	866	1241	1452	2693	18342	82.0855
Lakshmichhari	5325	2493	150	476	312	18	119	288	407	3856	72.4131

 
