   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:05
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Gangachara	68574	21543	1647	14585	1268	4276	5904	4340	10244	53563	78.1098
Pirganj	95315	40696	3890	13180	3915	4156	4582	5807	10389	76226	79.9727
Pirgachha	74693	27309	2982	15519	3113	3507	3359	4149	7508	59938	80.2458
Badarganj	66264	22482	2083	8247	473	2730	9460	4281	13741	49756	75.0875
Mithapukur	116015	47923	5116	17830	2706	6105	4041	5727	9768	89448	77.1004
Kaunia	49234	16914	2064	10216	678	2713	2919	2823	5742	38327	77.8466
Rangpur Sadar	137213	49723	8817	25027	1473	6825	5436	8355	13791	105656	77.0015
Taraganj	35428	13030	934	4990	470	2539	2430	2981	5411	27374	77.2666

 
