   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:39
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Kazipur	56635	21411	3420	12766	1998	772	1386	2902	4288	44655	78.8470
Rayganj	66516	31090	2466	12403	2224	563	1819	2288	4107	52853	79.4591
Tarash	44839	21337	1498	6750	1091	922	1819	1227	3046	34644	77.2631
Sirajganj Sadar	105386	42696	12142	20279	3087	1099	2101	2576	4677	83980	79.6880
Kamarkhand	28022	11441	1503	5088	1091	610	555	1022	1577	21310	76.0474
Chouhali	17481	6161	1109	3715	889	414	344	514	858	13146	75.2016
Ullahpara	123257	51575	7701	23320	2703	1639	2954	4523	7477	94415	76.6001
Belkuchi	61125	27546	5789	8839	1839	354	1032	1164	2196	46563	76.1767
Shazadpur	118375	42377	7026	28012	3583	644	1279	3795	5074	86716	73.2553

 
