   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:59
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Naogaon Sadar	61706	25569	3110	7137	1071	2656	535	9623	10158	49701	80.5448
Mohadebpur	69260	31011	2739	5886	1055	1754	2221	9712	11933	54378	78.5129
Manda	91568	43678	2410	9403	2621	2598	1840	12075	13915	74625	81.4968
Badalgachhi	48218	17133	2375	7795	994	1039	1214	7491	8705	38041	78.8938
Rani Nagar	41636	17908	2414	3829	522	1339	1448	4147	5595	31607	75.9127
Patnitola	54363	25209	2807	3090	735	1478	2618	5670	8288	41607	76.5355
Atrai	46968	20234	3778	3425	1342	949	1982	5560	7542	37270	79.3519
Dhamoirhat	43516	19640	1822	4678	812	783	2270	3919	6189	33924	77.9575
Niamatpur	57722	27872	3139	4247	1192	1850	1993	7153	9146	47446	82.1974
Porsa	29762	13591	1633	2569	1125	921	1803	2654	4457	24296	81.6343
Sapahar	37886	18788	1963	3398	171	953	2406	2108	4514	29787	78.6227

 
