   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:47
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Barisal Sadar	81622	30659	6902	13639	1685	3027	1607	3420	5027	60939	74.6600
Uzirpur	45854	18850	2073	6296	1102	2150	726	3545	4271	34742	75.7666
Bakerganj	63599	23546	3780	9987	2657	974	1521	5347	6868	47812	75.1773
Babuganj	27360	10870	1331	4281	737	787	653	1686	2339	20345	74.3604
Mehendiganj	55457	18379	4664	10048	2216	1525	2665	2208	4873	41705	75.2024
Gournadi	35612	13898	1519	5024	1036	1396	398	3558	3956	26829	75.3370
Muladi	31052	10487	2116	6914	1660	523	407	1256	1663	23363	75.2383
Hizla	24445	7147	1701	7248	943	347	571	587	1158	18544	75.8601
Agailjhara	28552	11742	1446	2531	822	858	401	3336	3737	21136	74.0263
Banaripara	28435	11502	1199	3048	1133	1595	446	1989	2435	20912	73.5432

 
