   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:55
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Brahmanbaria Sadar	91031	27067	10213	15434	5314	2940	937	7089	8026	68994	75.7918
Nasirnagar	54580	20852	3032	6396	722	834	1134	4763	5897	37733	69.1334
Nabinagar	89438	30860	9054	12869	2695	923	808	7379	8187	64588	72.2154
Kashba	63564	18210	5875	9072	3256	1636	666	5349	6015	44064	69.3223
Sarail	53449	16706	3858	8972	1820	2512	421	3515	3936	37804	70.7291
Bancharampur	57019	16362	3421	11689	2708	2251	270	4870	5140	41571	72.9073
Akhaura	29613	9741	1648	4708	1106	866	996	2532	3528	21597	72.9308
Ashuganj	27749	8219	2735	4070	1835	850	200	3355	3555	21264	76.6298
Bijoy Nagar	48670	14611	3013	8064	2049	1043	803	3394	4197	32977	67.7563

 
