   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:00
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Bhurungamari	62100	22449	3496	14066	671	1929	1510	3204	4714	47325	76.2077
Roumari	43671	13428	3346	10924	1736	1250	2025	1235	3260	33944	77.7266
Kurigram Sadar	75110	29386	1717	19112	788	2127	2605	4348	6953	60083	79.9933
Ulipur	103087	43752	3015	20112	2481	3019	1758	2876	4634	77013	74.7068
Nageswari	99994	38244	2749	19521	2084	3215	5378	4224	9602	75415	75.4195
Chilmari	30724	13291	1267	4771	1365	2033	963	1578	2541	25268	82.2419
Fulbari	39380	13566	747	9123	422	1551	1968	3132	5100	30509	77.4733
Char Rajibpur	22371	5933	2913	5633	541	941	1143	309	1452	17413	77.8374
Rajarhat	47495	18650	1806	11013	709	1354	1497	2585	4082	37614	79.1957

 
