   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:59
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Rangunia	15090	5433	1196	2438	430	732	137	1069	1206	11435	75.7787
Doublemooring	11712	3400	2384	2257	488	339	319	472	791	9659	82.4710
Fatichhari	12764	3985	901	2913	316	459	44	804	848	9422	73.8170
Sitakunda	12750	4125	1220	2273	602	270	46	499	545	9035	70.8627
Mirsharai	2651	895	141	416	137	79	0	265	265	1933	72.9159
Rawzan	3134	971	307	522	214	77	8	128	136	2227	71.0593
Sandwip	2380	962	57	475	104	49	5	64	69	1716	72.1008
Chandlaish	5649	2373	541	284	247	302	34	381	415	4162	73.6768
Banshkhali	11260	5032	718	2025	346	617	78	243	321	9059	80.4529
Satkania	10350	4510	369	1569	348	481	62	647	709	7986	77.1594
Anwara	6390	2548	490	927	306	250	85	238	323	4844	75.8059
Patiya	1638	624	123	226	44	93	4	83	87	1197	73.0769
Lohagora	9284	4100	528	1195	71	240	23	225	248	6382	68.7419

 
