   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:22
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Panchlaish	8608	3094	1363	1045	206	372	131	133	264	6344	73.6989
Rangunia	18078	6055	712	3048	618	547	95	1397	1492	12472	68.9899
Doublemooring	11658	2618	1830	1578	440	99	274	391	665	7230	62.0175
Fatichhari	24785	8498	1583	4202	598	171	40	1314	1354	16406	66.1933
Sitakunda	14710	6222	959	2085	446	363	39	728	767	10842	73.7050
Rawzan	12197	4036	1179	1738	398	128	4	474	478	7957	65.2374
Sandwip	11424	3938	295	1485	274	37	7	96	103	6132	53.6765
Chandlaish	5276	2234	561	738	260	136	16	350	366	4295	81.4064
Banshkhali	11789	5961	522	1904	113	220	49	580	629	9349	79.3027
Satkania	6723	2547	234	1138	203	157	28	176	204	4483	66.6815
Anwara	12033	5643	828	1661	478	217	74	350	424	9251	76.8802
Patiya	12031	4493	734	1678	333	305	13	650	663	8206	68.2071
Lohagora	11086	5125	840	2434	47	34	2	90	92	8572	77.3227

 
