   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:56
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Bhuapur	7116	3416	682	485	355	540	98	138	236	5714	80.2979
Ghatail	14471	5976	1377	1693	615	614	531	745	1276	11551	79.8217
Basail	14804	5169	1647	2510	1252	391	331	668	999	11968	80.8430
Tangail Sadar	15275	5248	2004	2397	268	1848	304	678	982	12747	83.4501
Kalihati	30800	13446	2997	3963	881	1192	521	2294	2815	25294	82.1234
Modhupur	47759	22080	2450	7136	888	1383	1698	2502	4200	38137	79.8530
Gopalpur	15251	4778	2593	2914	382	515	266	558	824	12006	78.7227
Delduar	9508	4217	785	1044	245	390	70	842	912	7593	79.8591

 
