   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:41
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Mirzapur	6091	3186	527	377	130	75	41	743	784	5079	83.3853
Nagarpur	4828	2362	367	312	94	135	8	290	298	3568	73.9022
Bhuapur	6816	3585	723	344	102	332	89	137	226	5312	77.9343
Ghatail	9248	3880	795	1239	328	253	321	332	653	7148	77.2924
Basail	14461	5215	1478	2552	710	238	281	587	868	11061	76.4885
Kalihati	39438	12483	2825	551	466	543	2068	1481	3549	20417	51.7699
Modhupur	15092	5862	621	2852	360	299	818	1056	1874	11868	78.6377
Gopalpur	15231	4744	2696	3157	215	289	237	436	673	11774	77.3029
Delduar	7906	3278	589	746	169	195	66	735	801	5778	73.0837

 
