   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:46
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Mirzapur	6099	3200	533	384	137	82	45	749	794	5130	84.1121
Nagarpur	3185	1454	230	262	59	91	8	207	215	2311	72.5589
Bhuapur	6981	3419	716	452	199	413	93	137	230	5429	77.7682
Ghatail	9289	3876	816	996	417	367	339	416	755	7227	77.8017
Basail	13842	4925	1491	2448	827	301	295	585	880	10872	78.5436
Tangail Sadar	16585	5968	1929	2568	265	1398	291	586	877	13005	78.4142
Kalihati	39444	12848	3051	1210	785	680	2087	1502	3589	22163	56.1885
Modhupur	22475	9841	935	3679	351	410	735	1054	1789	17005	75.6618
Gopalpur	15231	4780	2728	3046	269	386	258	541	799	12008	78.8392
Delduar	9296	4005	736	990	218	266	70	838	908	7123	76.6244

 
