   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:33
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Jhikarghachha	6790	1539	338	1872	535	306	251	704	955	5545	81.6642
Jessore Sadar	71585	23493	6569	14612	2699	3481	2847	3827	6674	57528	80.3632
Sarsa	10997	3496	614	2203	399	505	455	746	1201	8418	76.5481
Keshobpur	9600	3440	362	2408	109	303	383	532	915	7537	78.5104
Bagherpara	15731	6350	1353	2823	649	881	393	889	1282	13338	84.7880
Monirampur	7757	2122	319	2376	40	326	365	855	1220	6403	82.5448
Abhaynagar	4211	1002	883	1052	112	96	149	303	452	3597	85.4191
Chowgachha	2133	696	148	385	105	79	90	265	355	1768	82.8880

 
