   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:47
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Nagarpur	3185	1454	230	262	59	91	8	207	215	2311	72.5589
Bhuapur	6990	3406	690	441	231	443	95	138	233	5444	77.8827
Ghatail	9305	3875	824	998	434	405	341	419	760	7296	78.4095
Basail	13842	4929	1501	2452	853	312	285	586	871	10918	78.8759
Tangail Sadar	18716	6754	2041	2963	292	1601	326	687	1013	14664	78.3501
Kalihati	39448	10836	3197	1385	841	718	2087	1504	3591	20568	52.1395
Modhupur	22481	9873	957	3683	370	428	740	1055	1795	17106	76.0909
Gopalpur	15231	4807	2727	2984	278	412	262	544	806	12014	78.8786
Delduar	9359	4026	758	1019	222	307	70	838	908	7240	77.3587

 
