   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:35
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Jhikarghachha	6821	1591	333	1827	543	299	246	702	948	5541	81.2344
Jessore Sadar	66225	21692	5657	14268	2989	2781	2432	3065	5497	52884	79.8550
Sarsa	9711	2902	552	1912	417	433	380	667	1047	7263	74.7915
Keshobpur	9626	3469	353	2394	111	312	383	532	915	7554	78.4750
Bagherpara	16864	6756	1398	2943	675	950	426	1013	1439	14161	83.9718
Monirampur	7812	2140	324	2411	39	334	367	861	1228	6476	82.8981
Abhaynagar	4271	1148	610	1064	80	70	79	223	302	3274	76.6565
Chowgachha	2225	730	160	443	109	85	92	266	358	1885	84.7191

 
