   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:43
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Panchlaish	8709	3085	1432	1187	305	737	223	143	366	7112	81.6626
Rangunia	20468	7414	1071	3237	870	873	174	1981	2155	15620	76.3142
Doublemooring	11733	3363	2375	2053	479	267	316	468	784	9321	79.4426
Fatichhari	12659	3987	848	2829	289	373	43	797	840	9166	72.4070
Sitakunda	16816	6487	1088	2830	827	528	47	779	826	12586	74.8454
Rawzan	3130	1352	263	424	128	12	2	113	115	2294	73.2907
Sandwip	5535	2188	190	1118	220	64	15	66	81	3861	69.7561
Chandlaish	5504	2512	329	387	151	133	28	371	399	3911	71.0574
Banshkhali	8185	2893	462	912	72	87	35	110	145	4571	55.8461
Satkania	12967	5800	451	1824	458	320	90	627	717	9570	73.8027
Anwara	5966	2252	455	779	270	187	84	229	313	4256	71.3376
Patiya	1586	588	111	198	38	66	4	80	84	1085	68.4111
Lohagora	11327	5281	1087	2585	60	190	22	154	176	9379	82.8022

 
