   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:44
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Panchlaish	8708	3035	1385	1145	310	814	224	143	367	7056	81.0289
Rangunia	15977	5715	931	2806	441	622	156	1184	1340	11855	74.2004
Doublemooring	11733	3332	2352	2064	479	278	316	469	785	9290	79.1784
Fatichhari	12704	3967	845	2821	294	398	43	798	841	9166	72.1505
Sitakunda	9399	3551	806	1705	505	241	45	305	350	7158	76.1570
Rawzan	3130	1316	291	422	132	16	4	113	117	2294	73.2907
Sandwip	5540	2194	191	1124	221	64	15	66	81	3875	69.9458
Chandlaish	5514	2562	350	352	153	143	28	371	399	3959	71.7991
Banshkhali	8153	2900	484	997	72	101	35	111	146	4700	57.6475
Satkania	12975	5833	481	1866	446	325	90	628	718	9669	74.5202
Anwara	5969	2285	466	775	271	191	84	229	313	4301	72.0556
Patiya	3432	1127	233	504	171	171	9	189	198	2404	70.0466
Lohagora	11327	5284	1092	2944	61	202	22	156	178	9761	86.1746

 
