   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:31
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Panchlaish	8700	3378	1612	1247	254	499	153	135	288	7278	83.6552
Rangunia	13956	4766	662	2768	661	613	117	1355	1472	10942	78.4036
Doublemooring	11700	3237	2306	1989	456	153	298	417	715	8856	75.6923
Fatichhari	12247	4048	727	2347	259	269	32	764	796	8446	68.9638
Sitakunda	16413	6409	1006	2720	596	569	46	955	1001	12301	74.9467
Rawzan	12192	3639	1070	1490	462	133	4	489	493	7287	59.7687
Sandwip	7196	2587	349	1339	255	52	7	81	88	4670	64.8972
Chandlaish	5436	2611	296	395	101	82	21	360	381	3866	71.1185
Banshkhali	10925	5030	675	1901	91	90	71	166	237	8024	73.4462
Satkania	12054	5146	368	1451	518	198	53	658	711	8392	69.6200
Anwara	13153	5814	772	1709	782	259	135	516	651	9987	75.9294
Patiya	5025	1682	314	787	201	151	9	361	370	3505	69.7512
Lohagora	11132	5056	883	2449	30	70	11	132	143	8631	77.5332

 
