   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:48
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Mirzapur	5069	2710	435	288	95	59	36	655	691	4278	84.3953
Nagarpur	3185	1454	230	262	59	91	8	207	215	2311	72.5589
Bhuapur	6995	3496	692	348	240	445	95	138	233	5454	77.9700
Ghatail	9312	3867	841	998	436	416	342	420	762	7320	78.6082
Basail	13842	4937	1506	2464	863	312	284	586	870	10952	79.1215
Tangail Sadar	18716	6755	2043	2968	293	1624	326	687	1013	14696	78.5211
Kalihati	0	0	0	0	0	0	0	0	0	0	NULL
Modhupur	22857	10065	975	3768	385	437	750	1061	1811	17441	76.3049
Gopalpur	15231	4813	2715	2963	281	422	262	544	806	12000	78.7867
Delduar	9368	4049	769	1037	224	312	70	838	908	7299	77.9142

 
