   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:14
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Panchlaish	11489	4102	1999	1178	239	433	61	203	264	8215	71.5032
Rangunia	16257	4945	536	2291	508	469	45	1158	1203	9952	61.2167
Doublemooring	11350	2350	1578	1284	416	85	248	367	615	6328	55.7533
Fatichhari	27288	7290	1022	3782	573	91	34	1356	1390	14148	51.8470
Sitakunda	15321	6176	790	1950	318	354	22	686	708	10296	67.2019
Rawzan	12163	3995	1019	1469	322	125	6	447	453	7383	60.7005
Sandwip	10179	3981	1036	810	213	105	0	224	224	6369	62.5700
Chandlaish	5661	1317	198	876	262	103	16	348	364	3120	55.1139
Banshkhali	11798	4129	42	1149	125	50	33	244	277	5772	48.9235
Satkania	6638	2355	473	736	166	139	12	142	154	4023	60.6056
Anwara	14604	6389	687	1311	551	285	29	342	371	9594	65.6943
Patiya	14901	6067	699	1581	331	372	19	651	670	9720	65.2305
Lohagora	11086	4971	788	1941	36	16	0	53	53	7805	70.4041

 
