   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:23
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Panchlaish	8611	3136	1401	1064	208	374	131	133	264	6447	74.8694
Rangunia	18118	6148	747	3094	623	567	96	1409	1505	12684	70.0077
Doublemooring	11660	2676	1857	1615	441	100	274	391	665	7354	63.0703
Fatichhari	24810	8519	1571	4348	591	173	40	1311	1351	16553	66.7191
Sitakunda	14710	6208	959	2097	448	364	39	731	770	10846	73.7322
Rawzan	12191	4022	1287	1770	394	126	4	475	479	8078	66.2620
Sandwip	11424	3991	308	1472	272	37	7	96	103	6183	54.1229
Chandlaish	5301	2075	350	551	233	117	15	337	352	3678	69.3831
Banshkhali	11789	5766	514	1931	163	77	52	334	386	8837	74.9597
Satkania	11384	4295	791	1789	378	208	41	445	486	7947	69.8085
Anwara	12148	5577	848	1690	472	223	74	356	430	9240	76.0619
Patiya	12057	4506	763	1587	341	326	14	657	671	8194	67.9605
Lohagora	11086	5132	835	2440	46	40	2	90	92	8585	77.4400

 
