   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:40
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Panchlaish	8702	3100	1426	1189	305	695	222	140	362	7077	81.3261
Doublemooring	11731	3390	2376	1988	473	254	315	464	779	9260	78.9362
Fatichhari	12564	3926	786	2771	281	343	43	797	840	8947	71.2114
Sitakunda	9701	3532	831	1675	299	340	45	487	532	7209	74.3119
Rawzan	5928	2396	393	727	284	64	12	391	403	4267	71.9804
Sandwip	5516	2177	202	1100	219	64	15	66	81	3843	69.6701
Chandlaish	5483	2447	307	398	148	118	26	368	394	3812	69.5240
Banshkhali	8231	3337	456	992	66	64	35	103	138	5053	61.3899
Satkania	12953	5699	402	1717	462	278	88	623	711	9269	71.5587
Anwara	7638	3157	480	896	307	203	93	271	364	5407	70.7908
Patiya	5164	1735	331	737	244	229	23	383	406	3682	71.3013
Lohagora	11215	5245	1058	2549	55	154	21	154	175	9236	82.3540

 
