   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:44
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Mirzapur	6099	3196	537	384	133	82	44	747	791	5123	83.9974
Bhuapur	6948	3486	754	401	145	392	92	137	229	5407	77.8210
Ghatail	9279	3921	837	987	402	308	335	416	751	7206	77.6592
Basail	13840	4913	1368	2434	777	252	282	581	863	10607	76.6402
Tangail Sadar	15041	5387	1874	2264	255	1114	257	436	693	11587	77.0361
Kalihati	39439	12762	2942	971	633	633	2086	1495	3581	21522	54.5703
Modhupur	19270	8511	686	3223	280	291	600	919	1519	14510	75.2984
Gopalpur	15231	4777	2720	3050	244	355	252	532	784	11930	78.3271
Delduar	9206	3978	707	880	214	250	70	835	905	6934	75.3204

 
