   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:24
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Panchlaish	8618	3182	1454	1068	207	385	131	133	264	6560	76.1197
Rangunia	18182	6244	805	3420	634	568	98	1413	1511	13182	72.5003
Doublemooring	11665	2765	1907	1679	445	99	274	393	667	7562	64.8264
Fatichhari	24834	8615	1645	4334	588	173	40	1302	1342	16697	67.2344
Sitakunda	14710	6222	977	2116	454	366	39	735	774	10909	74.1604
Rawzan	12192	3993	1297	1732	400	126	4	475	479	8027	65.8383
Sandwip	11424	4139	481	1492	280	37	7	97	104	6533	57.1866
Chandlaish	5309	2257	244	434	225	116	15	338	353	3629	68.3556
Banshkhali	11786	5735	569	1576	165	80	55	338	393	8518	72.2722
Satkania	12014	5350	948	1736	370	208	43	448	491	9103	75.7699
Anwara	12154	5603	899	1574	471	223	75	365	440	9210	75.7775
Patiya	12073	4613	804	1661	351	337	14	663	677	8443	69.9329
Lohagora	11086	5086	817	2453	45	40	3	91	94	8535	76.9890

 
