   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:21
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Panchlaish	8604	3080	1361	1032	203	369	129	133	262	6307	73.3031
Rangunia	18262	5984	679	3010	617	520	95	1386	1481	12291	67.3037
Doublemooring	11656	2608	1820	1547	442	99	274	391	665	7181	61.6078
Fatichhari	24754	8326	1469	4082	601	158	40	1314	1354	15990	64.5956
Sitakunda	14710	6240	969	2093	429	357	39	720	759	10847	73.7390
Rawzan	12197	4030	1260	1723	398	126	5	473	478	8015	65.7129
Sandwip	11424	3908	262	1455	270	37	7	95	102	6034	52.8186
Chandlaish	5259	2137	475	804	261	128	16	350	366	4171	79.3117
Banshkhali	11839	5796	482	1628	162	70	49	327	376	8514	71.9149
Satkania	6723	2549	245	1102	190	150	25	170	195	4431	65.9081
Anwara	12032	5141	896	1647	480	220	58	346	404	8788	73.0386
Patiya	11958	4310	704	1624	321	274	11	647	658	7891	65.9893
Lohagora	11086	5138	853	2424	47	22	1	87	88	8572	77.3227

 
