   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:20
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Mirzapur	6817	3648	580	320	125	39	19	595	614	5326	78.1282
Bhuapur	4512	1940	587	448	34	63	47	64	111	3183	70.5452
Ghatail	2372	1022	46	221	6	6	74	109	183	1484	62.5632
Tangail Sadar	13883	5724	2262	1621	229	328	78	417	495	10659	76.7774
Kalihati	37364	9622	3839	100	554	287	1440	1513	2953	17355	46.4485
Modhupur	28012	17127	3012	988	3047	78	270	11	281	24533	87.5803
Gopalpur	17075	4256	1342	7119	621	185	274	22	296	13819	80.9312
Delduar	4044	2786	532	844	93	124	176	546	722	5101	126.1375

 
