   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:20
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Mirzapur	6817	3661	593	323	128	39	19	596	615	5359	78.6123
Bhuapur	4512	1933	587	443	34	46	46	62	108	3151	69.8360
Ghatail	11590	5977	559	1120	97	94	313	666	979	8826	76.1519
Tangail Sadar	13879	5691	1748	1803	191	299	46	432	478	10210	73.5644
Kalihati	37364	9267	3617	400	550	287	1439	1514	2953	17074	45.6964
Modhupur	28022	17372	3254	3205	362	84	271	11	282	24559	87.6419
Gopalpur	17075	4014	1322	6901	638	185	274	22	296	13356	78.2196
Delduar	7728	2786	530	833	93	115	173	546	719	5076	65.6832

 
