   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:29
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Panchlaish	8650	3323	1556	1161	232	441	136	133	269	6982	80.7168
Rangunia	18432	6512	952	3386	652	641	122	1386	1508	13651	74.0614
Doublemooring	11680	3072	2143	1850	451	123	286	403	689	8328	71.3014
Fatichhari	24602	9053	1999	4805	567	277	43	1338	1381	18082	73.4981
Sitakunda	14991	6241	945	2293	518	485	46	756	802	11284	75.2718
Rawzan	12192	3927	1327	1741	444	129	4	483	487	8055	66.0679
Sandwip	11425	4470	693	1758	304	57	7	99	106	7388	64.6652
Chandlaish	5401	2556	323	434	122	93	19	355	374	3902	72.2459
Banshkhali	11989	5735	723	2099	172	87	74	299	373	9189	76.6453
Satkania	14014	5419	467	1527	434	235	75	550	625	8707	62.1307
Anwara	15858	7197	937	2135	910	299	144	608	752	12230	77.1220
Patiya	12342	4755	876	1875	350	443	18	676	694	8993	72.8650
Lohagora	11132	5107	793	2427	27	52	8	113	121	8527	76.5990

 
