   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:37
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Jhikarghachha	6831	1562	319	1825	588	310	246	715	961	5565	81.4668
Jessore Sadar	66090	21429	5571	14323	3105	2944	2471	3085	5556	52928	80.0847
Sarsa	9727	2869	498	1878	435	450	380	676	1056	7186	73.8768
Keshobpur	9655	3488	360	2401	115	319	384	532	916	7599	78.7053
Bagherpara	15766	6343	1361	2795	710	986	503	903	1406	13601	86.2679
Monirampur	7859	2144	330	2381	38	344	367	871	1238	6475	82.3896
Abhaynagar	4931	1168	655	1162	98	84	94	237	331	3498	70.9390
Chowgachha	2242	726	160	437	108	88	92	269	361	1880	83.8537

 
