   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:35
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Jhikarghachha	6820	1592	334	1834	538	298	246	701	947	5543	81.2757
Jessore Sadar	66427	21791	5732	14302	2970	2758	2429	3052	5481	53034	79.8380
Sarsa	11009	3506	583	2140	416	473	455	748	1203	8321	75.5836
Keshobpur	9621	3464	352	2393	110	311	383	532	915	7545	78.4222
Bagherpara	16859	6764	1396	2946	669	937	425	1013	1438	14150	83.9314
Monirampur	7802	2121	324	2406	39	346	367	861	1228	6464	82.8506
Abhaynagar	4271	1140	592	1047	77	65	77	220	297	3218	75.3454
Chowgachha	2225	730	158	445	109	78	92	265	357	1877	84.3596

 
