   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:13
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Sariakandi	6290	2195	555	626	201	158	86	312	398	4133	65.7075
Shibganj	35673	15574	1960	4263	644	814	1310	1885	3195	26450	74.1457
Dhunot	12520	5360	631	2097	164	142	353	502	855	9249	73.8738
Adamdighi	9918	4824	546	1025	218	193	135	873	1008	7814	78.7860
Bogra Sadar	14892	6604	1955	1715	801	509	406	638	1044	12628	84.7972
Gabtali	32618	13500	1652	5384	528	831	358	1750	2108	24003	73.5882
Sonatola	13962	6623	943	1304	362	140	89	668	757	10129	72.5469
Shajahanpur	8089	2847	849	1767	412	266	306	518	824	6965	86.1046

 
