   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:56
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Bhuapur	7110	3423	686	485	352	538	98	138	236	5720	80.4501
Ghatail	14439	5979	1381	1686	611	600	531	745	1276	11533	79.8740
Basail	14804	5182	1649	2516	1244	375	328	667	995	11961	80.7957
Tangail Sadar	15268	5268	2002	2414	270	1845	305	680	985	12784	83.7307
Kalihati	30800	13489	3022	3998	873	1183	521	2291	2812	25377	82.3929
Modhupur	46435	21440	2346	6973	855	1287	1666	2353	4019	36920	79.5090
Gopalpur	15251	4776	2597	2917	378	515	266	558	824	12007	78.7293
Delduar	9508	4205	785	1038	244	387	70	841	911	7570	79.6172

 
