   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:51
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Panchlaish	8705	3014	1402	1101	346	925	226	146	372	7160	82.2516
Rangunia	14793	5268	1103	2301	394	625	137	1063	1200	10891	73.6227
Doublemooring	11714	3349	2344	2195	487	326	319	472	791	9492	81.0312
Fatichhari	12764	3985	908	2913	316	459	44	804	848	9429	73.8718
Sitakunda	11455	3759	1018	1948	626	257	45	496	541	8149	71.1392
Mirsharai	9675	3418	627	1349	438	358	0	995	995	7185	74.2636
Rawzan	3191	1313	282	346	162	32	0	0	0	2135	66.9069
Sandwip	5911	2415	173	1155	218	82	17	89	106	4149	70.1912
Chandlaish	5564	2570	421	273	172	253	29	377	406	4095	73.5981
Banshkhali	10111	4398	663	1702	241	428	60	231	291	7723	76.3822
Satkania	14733	6407	564	2117	476	550	114	824	938	11052	75.0153
Anwara	6383	2460	489	861	295	237	85	238	323	4665	73.0848
Patiya	1616	635	134	240	38	80	4	81	85	1212	75.0000

 
