   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:36
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Jhikarghachha	8162	1930	274	2528	448	348	296	1000	1296	6824	83.6070
Jessore Sadar	66074	21618	5621	14272	3012	2800	2437	3067	5504	52827	79.9513
Sarsa	9715	2908	543	1912	418	434	380	667	1047	7262	74.7504
Keshobpur	9632	3477	359	2400	112	310	383	532	915	7573	78.6233
Bagherpara	16870	6766	1402	2947	682	956	426	1014	1440	14193	84.1316
Monirampur	7820	2143	329	2428	39	338	367	863	1230	6507	83.2097
Abhaynagar	4931	1161	636	1085	90	77	86	227	313	3362	68.1809
Chowgachha	2239	730	157	443	109	86	92	267	359	1884	84.1447

 
