   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:25
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Panchlaish	8625	3237	1480	1088	214	403	131	133	264	6686	77.5188
Rangunia	18308	6377	870	3283	671	617	99	1427	1526	13344	72.8862
Doublemooring	11670	2916	2008	1722	448	106	277	394	671	7871	67.4464
Fatichhari	24861	8723	1724	4426	574	200	42	1307	1349	16996	68.3641
Sitakunda	14873	6300	1014	2250	481	377	40	736	776	11198	75.2908
Rawzan	12192	3976	1334	1734	427	126	4	477	481	8078	66.2566
Sandwip	11424	4303	613	1565	289	43	7	98	105	6918	60.5567
Chandlaish	5325	2470	204	394	186	104	15	342	357	3715	69.7653
Banshkhali	11952	5726	636	1758	167	80	65	343	408	8775	73.4187
Satkania	12997	6298	911	1505	390	228	45	514	559	9891	76.1022
Anwara	15777	6881	957	2167	915	293	141	583	724	11937	75.6608
Patiya	12199	4692	856	1758	363	393	16	660	676	8738	71.6288
Lohagora	11086	5059	779	2406	27	46	5	99	104	8421	75.9607

 
