   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:33
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Panchlaish	8700	3404	1646	1280	262	524	159	135	294	7410	85.1724
Rangunia	12400	3887	573	2537	638	558	125	1361	1486	9679	78.0565
Doublemooring	11700	3297	2362	2025	458	165	303	429	732	9039	77.2564
Fatichhari	12340	3125	401	1585	266	295	32	778	810	6482	52.5284
Sitakunda	16615	6417	991	2677	610	595	47	956	1003	12293	73.9874
Rawzan	12126	3238	721	1065	462	133	4	489	493	6112	50.4041
Sandwip	7202	2585	348	1324	261	52	7	81	88	4658	64.6765
Chandlaish	5443	2621	297	402	111	96	23	362	385	3912	71.8721
Banshkhali	11697	4910	693	1877	97	103	75	170	245	7925	67.7524
Satkania	11927	5054	315	1425	523	251	54	661	715	8283	69.4475
Patiya	5033	1705	323	797	206	172	10	363	373	3576	71.0511
Lohagora	11132	5090	907	2470	37	87	11	135	146	8737	78.4854

 
