   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:47
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Mirzapur	5069	2710	435	288	95	59	36	655	691	4278	84.3953
Nagarpur	3185	1454	230	262	59	91	8	207	215	2311	72.5589
Bhuapur	6985	3413	702	437	222	432	95	137	232	5438	77.8525
Ghatail	9301	3883	823	996	427	394	339	418	757	7280	78.2712
Basail	13842	4922	1494	2439	843	312	295	586	881	10891	78.6808
Tangail Sadar	18710	6755	2034	2959	298	1568	324	686	1010	14624	78.1614
Kalihati	39448	12973	3148	1355	834	721	2088	1506	3594	22625	57.3540
Modhupur	22479	9859	950	3678	365	421	738	1054	1792	17065	75.9153
Gopalpur	15231	4800	2731	3026	276	407	260	543	803	12043	79.0690
Delduar	9329	4016	749	1012	222	302	70	838	908	7209	77.2752

 
