   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:36
division	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	Total	CAR	
Rajshahi	413483	158163	61369	67789	11551	12282	7829	24918	32747	343901	83.1717
Khulna	405043	140235	50146	73056	14867	16447	11313	20917	32230	326981	80.7275
Barisal	151129	46244	11671	38633	4327	7107	2654	4698	7352	115334	76.3149
Dhaka	646302	248384	71645	93823	25400	18099	16385	31864	48249	505600	78.2297
Chittagong	367935	132480	36746	87664	12408	11846	4852	16227	21079	302223	82.1403
Sylhet	47907	15093	6999	5922	676	3134	1193	2146	3339	35163	73.3985
Rangpur	326667	123577	27080	59328	9610	10118	15746	17343	33089	262802	80.4495
Mymensingh	180194	69170	18998	28882	5189	6098	4630	7127	11757	140094	77.7462

 
