   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:36
division	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	Total	CAR	
Rajshahi	370532	140381	54373	62342	10992	11677	7216	22919	30135	309900	83.6365
Khulna	422454	145312	52465	75394	15865	17315	11461	22257	33718	340069	80.4985
Barisal	141726	42747	10983	37205	3951	6343	2551	4185	6736	107965	76.1787
Dhaka	638816	219184	61466	85082	25093	16248	16553	29113	45666	452739	70.8716
Chittagong	481050	164850	46230	95017	16671	14881	5636	22167	27803	365452	75.9696
Sylhet	0	210	369	195	0	0	0	0	0	774	NULL
Rangpur	406971	157887	33908	74274	11570	12297	18557	21045	39602	329538	80.9733
Mymensingh	180007	69632	19260	28885	5297	6107	4754	7122	11876	141057	78.3620

 
