   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:36
division	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	Total	CAR	
Rajshahi	537069	198221	48386	77622	13045	9712	8406	31503	39909	386895	72.0382
Khulna	545348	210130	60936	102877	14436	10672	8761	22785	31546	430597	78.9582
Barisal	142375	48231	10138	29837	3295	3754	1563	4280	5843	101098	71.0083
Dhaka	688675	271307	71129	95518	20861	7602	7015	26697	33712	500129	72.6219
Chittagong	504229	175209	41616	96385	14203	8711	3323	20944	24267	360391	71.4737
Sylhet	98282	34549	13773	11255	1944	2598	1033	2849	3882	68001	69.1897
Rangpur	379363	145673	26879	78210	7582	6136	12040	17553	29593	294073	77.5176
Mymensingh	182492	75974	14260	26011	5218	8962	2413	7316	9729	140154	76.8001

 
