   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:36
division	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	Total	CAR	
Rajshahi	266673	107718	30926	43741	8808	7757	5990	12672	18662	217612	81.6026
Khulna	405205	139295	45329	75800	15973	16688	11901	21278	33179	326264	80.5183
Barisal	145350	43830	11261	37697	4040	6622	2384	4503	6887	110337	75.9112
Dhaka	466629	183653	52939	72127	19040	12317	10385	23424	33809	373885	80.1247
Chittagong	470378	170900	48104	105160	15957	14056	6095	21132	27227	381404	81.0846
Sylhet	37576	12390	5702	4462	417	2179	840	1413	2253	27403	72.9269
Rangpur	318531	120448	25566	56766	9155	9236	15314	16382	31696	252867	79.3854
Mymensingh	186433	72866	19898	27727	5310	6300	4567	7491	12058	144159	77.3248

 
