   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:36
division	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	Total	CAR	
Rajshahi	539760	213300	65230	86294	13327	10052	8782	31672	40454	428657	79.4162
Khulna	545870	210282	65527	99487	15480	12113	9253	24564	33817	436706	80.0018
Barisal	144477	45249	11627	34839	3239	4674	1745	4510	6255	105883	73.2871
Dhaka	622935	248580	64702	81622	24247	7179	6503	23456	29959	456289	73.2483
Chittagong	552626	195639	49100	103983	15353	9613	3699	22978	26677	400365	72.4477
Sylhet	81166	30243	11604	9223	1505	2419	930	2503	3433	58427	71.9846
Rangpur	387881	158505	30710	72301	7711	6489	14560	17063	31623	307339	79.2354
Mymensingh	166775	61250	18087	26722	4136	3838	3460	6668	10128	124161	74.4482

 
