   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:36
division	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	Total	CAR	
Rajshahi	526491	206569	60194	81725	12627	8924	8296	30653	38949	408988	77.6819
Khulna	537961	223204	63204	94918	14326	10494	8930	23452	32382	438528	81.5167
Barisal	143898	48687	11293	29584	3110	3957	1639	4416	6055	102686	71.3603
Dhaka	654293	263027	71030	85215	21598	6418	6608	24766	31374	478662	73.1571
Chittagong	513790	177261	44054	95362	13711	8157	3289	20647	23936	362481	70.5504
Sylhet	96779	34598	13753	11359	1972	2641	1062	2994	4056	68379	70.6548
Rangpur	383366	147719	28442	79402	7593	5563	14373	17770	32143	300862	78.4791
Mymensingh	150441	61767	13263	20511	2795	1940	2357	4443	6800	107076	71.1747

 
